"","hierarchy_level1","hierarchy_level2","week","y1","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13"
"3462","B3","1","2012-06-17",7.32167128568156,4.34950352232199,7.4823482906167,0,0,0,0,4.48015640700542,1.81012678970644,0.205877516339224,0,0.173291260469556,0.0626333014187782,0
"3463","B3","1","2012-06-03",7.75163329599526,3.75038529141032,7.45227083537942,0,0,0,0,4.48799156887344,1.97798770690708,0.205877516339224,0,0.593291260469556,0.0626333014187782,0
"3464","B3","1","2012-09-02",7.77415360030643,3.93697124699073,8.48033716391125,0,0,0,0,4.44092201386801,4.43944674866199,0.455877516339224,0,0.213291260469556,0.0626333014187782,0
"3465","B3","1","2012-10-21",7.68467191327197,4.0380673638621,8.48369216810669,0,0,0,0,4.41880477679637,4.17402889211886,0.285877516339224,0,0.113291260469556,0.0626333014187782,0
"3466","B3","1","2011-12-11",7.98820935751354,4.80532251657576,8.1457115723777,0,0,0,0,4.5784468448209,5.02256052132889,0,0,0.373291260469556,0.0626333014187782,0
"3467","B3","1","2012-03-11",7.69149787834237,4.26121091517631,7.64404066778798,0,0,0,0,4.53245808473242,2.6147256183165,0.205877516339224,0,0.293291260469556,0.0626333014187782,0
"3468","B3","1","2012-07-08",7.61453683720624,3.99884665070882,8.55049158136437,1,0,0,0,4.4675949409658,4.03280238005495,0.455877516339224,0,0.323291260469556,0.0626333014187782,0
"3469","B3","1","2013-08-25",7.12257969774463,3.9786439433913,7.2080613811923,0,0,0,0,4.43145173849713,4.19954184197268,0,0,0.113291260469556,0.0626333014187782,0
"3470","B3","1","2012-08-26",7.8498509241407,4.09415683051314,8.48620105505934,0,0,0,0,4.44358607724986,4.2844932335117,0.455877516339224,0,0.313291260469556,0.0626333014187782,0
"3471","B3","1","2013-06-02",6.83356161975011,3.64217170677008,7.26559453740126,0,0,0,0,4.40544317963921,4.14663158823797,0,0,0.113291260469556,0.0626333014187782,0
"3472","A11","1","2012-12-23",8.37743850391295,4.07580769184494,8.6164120529839,0,0,1,0,4.51312272896843,4.71186949526707,0.285877516339224,0,0.193291260469556,0.0626333014187782,0
"3473","A11","1","2011-11-20",7.63793443542028,4.26121091517631,7.79200926978725,0,1,0,0,4.66139438560444,4.62955862535819,0,0,0.113291260469556,0.0626333014187782,0
"3474","A11","1","2013-06-23",7.78866162679601,4.44353247197026,7.8349694449965,0,0,0,0,4.54967353684977,4.42412370788817,0,0,0.113291260469556,0.0626333014187782,0
"3475","A11","1","2013-10-06",7.55135793558471,4.60861222232971,7.88990048799399,0,0,0,0,4.57891170885655,4.47610293365379,0,0,0.113291260469556,0.0626333014187782,0
"3476","A11","1","2012-05-13",6.82100540097469,3.64217170677008,6.9406619728814,0,0,0,0,4.4067321955621,4.70626791569236,0.205877516339224,0,0.203291260469556,0.0626333014187782,0
"3477","A11","1","2013-08-18",7.81572687830457,4.33531888733003,8.33839894211349,1,0,0,0,4.56471379503348,4.45086671441406,0,0,0.113291260469556,0.0626333014187782,0
"3478","A11","1","2013-01-20",7.03325955248964,4.24570672864034,7.43330168331212,0,0,0,0,4.52234545573721,4.37414069928296,0,0,0.113291260469556,0.0626333014187782,0
"3479","A11","1","2012-07-22",7.42746934236584,3.58333120674715,7.63429874953435,1,0,0,0,4.55571681223946,4.6685191215427,0.455877516339224,0,0.113291260469556,0.0626333014187782,0
"3480","A11","1","2012-06-17",6.72641698229878,3.77570309939461,6.93870118793946,0,0,0,0,4.56816477885053,4.68630685969193,0.205877516339224,0,0.143291260469556,0.0626333014187782,0
"3481","A11","1","2012-06-10",6.76533239854845,3.69774155792489,6.65199998854327,0,0,0,0,4.57082331509461,4.68997739864146,0.205877516339224,0,0.113291260469556,0.0626333014187782,0
